stock_code,fiscal_year,Climate Change,Natural Capital,Pollution & Waste,Human Capital,Product Liability,Community Relations,Corporate Governance,Business Ethics & Values,Non-ESG,E_finbert,S_finbert,G_finbert,X_finbert
000650,2022,0.12301121479686117,0.0023935229146445636,0.002227958037110511,0.1344539792262367,0.10163450723302958,0.009020702389534563,0.6205362201872049,0.004697733209468424,0.002024168563366402,0.04254423191620541,0.08170306294960028,0.31261697669833666,0.002024168563366402
000650,2023,0.1096646414241857,0.0022854766187568507,0.002245912231349697,0.12956671074627796,0.09055007137228838,0.0083200352318171,0.6480091917199187,0.007368317714685367,0.0019896559921714165,0.03806534342476408,0.07614560578346115,0.327688754717302,0.0019896559921714165
000650,2024,0.11289900585931416,0.002331890586194479,0.0029582425809672307,0.15339843644243148,0.08014597509302096,0.06620134243146619,0.544221169147123,0.02105490558056368,0.01678901082939572,0.039396379675491956,0.0999152513223062,0.28263803736384335,0.01678901082939572
000660,2022,0.41806309003732167,0.0339684710436417,0.08207749181206171,0.08983211368337297,0.04530837094241109,0.05926651950292767,0.2402825458243919,0.021100718351170562,0.010100689513656573,0.1780363509643417,0.06480233470957057,0.13069163208778123,0.010100689513656573
000660,2023,0.3593589734769329,0.03412265103813911,0.08982929696875819,0.1278553561031342,0.07269601118148489,0.048359858744904984,0.21357966720960428,0.012465053032894163,0.041733132135853994,0.16110364049461007,0.08297040867650803,0.11302236012124922,0.041733132135853994
000660,2024,0.45176802032498625,0.011830271969908305,0.0861556290825926,0.13947394412571157,0.06655517801906778,0.03498671075461365,0.13839620388292437,0.013735411109640458,0.05709862255450086,0.18325130712582904,0.08033861096646434,0.07606580749628242,0.05709862255450086
000670,2022,0.2919592509503921,0.029469658656373875,0.23081956734875514,0.19469052183029073,0.011745988315272949,0.03527942145592533,0.16883356357787058,0.020076977733300406,0.017125048969650048,0.1840828256518404,0.08057197720049634,0.0944552706555855,0.017125048969650048
000670,2023,0.3309875927532428,0.05804223496589758,0.16770025370998257,0.1852276237332262,0.024270612946161743,0.03348216353980307,0.14864514439573717,0.04942060061956807,0.0022237629261023053,0.18557669380970765,0.08099346673973033,0.09903287250765262,0.0022237629261023053
000670,2024,0.1545980927308287,0.038189546717778564,0.11950854842815226,0.21571875141279845,0.036178685617834654,0.03700422417135157,0.28630953559499733,0.07460549965281434,0.037887107907758594,0.10409872929225317,0.09630055373399489,0.18045751762390583,0.037887107907758594
000680,2022,0.1106673605872543,0.007204412434507033,0.032957481673982894,0.14459221806790648,0.10988284087667627,0.13019829392754312,0.30780865565135046,0.0236163225841853,0.1330724206626624,0.050276418231914734,0.1282244509573753,0.16571248911776787,0.1330724206626624
000680,2023,0.125821550983736,0.003668177136985053,0.012157056368388501,0.2027855317688331,0.07744756956630486,0.14024080970141636,0.33277995074916233,0.011637275715267086,0.09346206315759835,0.047215594829703195,0.1401579703455181,0.1722086132322147,0.09346206315759835
